Name,card_title,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Data_Model_mapping,has_github_repo,github_repo_link,org_name,repo_name,open_source_license
swc-db,SWC-DB,"SWC-DB (""Super Wide Column Database"") is a wide-column DBMS. SWC-DB does not have Tables nor Namespaces; the number of columns is numerous with a support of a selector over column name and tags, the actual Key is a structure of Fractions and binary(bytes) data is supported by the Cell's (record's) Key or Value. SWC-DB can be described as key-value store model with support of numerous Fractions makeup the Key. Like the wide-column database known to support of a single column-qualifier the Key-Fractions in SWC-DB let use of 2^24 qualifiers(-1 ""row"") for a single record-key that consist the joined fractions. A Fraction limit is 2^24 in length and total key is 2^32 bytes. Regardless the key-value store as perception SWC-DB like wide-column databases has support for scanning and selecting cells on intervals, the extended support of scan includes scanning of multiple Columns with multiple Intervals in a Column. The master & meta columns in SWC-DB (the range locators system-columns) index/store additionally to the key-begin and key-end of a range, the minimal and maximum values of the fractions in an aligned manner that tackle the range-locator latency and access/scan multi-dimensional key letting to select F(N) without the need for scanning F(0). SWC-DB like no other database has support for several key-sequences, the column schema define the key byte sequence options Lexical (0,1,10,9) or Volumetric (0,1,9,10) or over Fractions-Count in a key (less to more). The Cell Value in SWC-DB is defined in column schema and current column-type options are PLAIN, SERIAL and COUNTER_(I8,I16,I32,I64). The possibilities of scanning over value-data depends on the column-type. All the conditions of Cell's key, Cell's value, Column's name and Column's tag with SWC-DB are done with types of Comparators that are extended to domain-object types such as partially/fully order sup/subset plus extension to volumetric on lexical. SWC-DB uses a proprietary SQL (structural query language) that suit the requirements to work with it's super wide-key. SWC-DB designed to handle Yottabytes+ on a quadrillion base of entries.","Column Family / Wide-Column,Key/Value","Custom API,SQL,Command-line / Shell",Shared-Nothing,https://www.swcdb.org,https://github.com/kashirin-alex/swc-db,https://github.com/kashirin-alex/swc-db/tree/master/docs,Kashirin Alex,IL,2019,,"Commercial,Open Source",C++,"C,C#,C++,Java,Python,Rust",,"GPL v3,Proprietary",Linux,"Wide column,Key-value",Y,kashirin-alex/swc-db,kashirin-alex,swc-db,Y
sylvadb,SylvaDB,"Sylva (from ""silva"", a book to organize knowledge during the Renaissance) is a flexible graph database management system from researchers in Canada.",Graph,,,http://sylvadb.com/,https://github.com/CulturePlex/Sylva,,The CulturePlex Lab,CA,2009,2016,"Academic,Open Source",JavaScript,,,AGPL v3,,Graph,Y,CulturePlex/Sylva,CulturePlex,Sylva,Y
sylviejs,SylvieJS,SylvieJS is a document-oriented DBMS written designed to run in Node.js and web browsers.,Document / XML,Custom API,"Shared-Everything,Embedded",https://cfu288.github.io/SylvieJS/,https://github.com/cfu288/SylvieJS,,Chris Fu,US,2023,,"Hobby,Open Source",JavaScript,JavaScript,,MIT,,Document,Y,cfu288/SylvieJS,cfu288,SylvieJS,Y
system-g,System G,"IBM System G is a framework for graph processing workloads. It includes a graph database (called the ""native store"") that handles various graphs, property graphs, and RDF-like graphs.",Graph,,,http://systemg.research.ibm.com/,,http://systemg.research.ibm.com/download.html#document,IBM,US,2009,2014,"Industrial Research,Open Source",,,,,,Graph,,,,,
tabdb,TabDB,"TabDB is a relational DBMS that uses JavaScript to store data in web browser tabs as titles. To execute a query, it retrieves the tabs' titles, concatenates it, unzips it, and loads it into an in-memory SQLite database.",Relational,SQL,,https://tabdb.io,https://github.com/kkuchta/tabdb,,Kevin Kuchta,US,2019,2019,"Hobby,Open Source",JavaScript,,SQLite,,,Relational,Y,kkuchta/tabdb,kkuchta,tabdb,Y
taffydb,TaffyDB,TaffyDB is an in-memory embedded DBMS engine written in JavaScript.,Document / XML,,Embedded,http://taffydb.com/,https://github.com/typicaljoe/taffydb,,Ian Smith,US,2009,,Open Source,JavaScript,JavaScript,,MIT,,Document,Y,typicaljoe/taffydb,typicaljoe,taffydb,Y
tajo,Tajo,"Apache Tajo is an open-source big data relational and distributed data warehouse system that provides fault-tolerant analytical processing on large-scale datasets. Apache Tajo was developed inspired by Google BigQuery. Ostrich is ""Tajo"" in Korean and has long legs, which is used as a homonym for ""Bridge"". Apache Tajo represents the role that the database plays in connecting data sources with analysis tools. Apache Tajo provides a distributed column-oriented storage and column-oriented SQL query engine used to process large amounts of data. It is compatible with Apache Hadoop and HDFS and supports SQL standards including complex queries, joins, and aggregations. Apache Tajo is designed to be scalable and can process massive data sets with tens of thousands of nodes. It supports various file formats, including CSV, TSV, ORC, and Parquet. The Tajo constructs a master-slave cluster with master nodes and worker nodes. The master nodes manage the cluster and coordinate query execution, while the worker nodes perform the actual data processing. Tajo includes a web-based user interface and a command-line interface for managing and querying data. For optimizations, Tajo provides a cost-based optimization model and an expandable rewrite rule.",Relational,"Custom API,SQL,Command-line / Shell",Shared-Disk,https://tajo.apache.org/,https://git-wip-us.apache.org/repos/asf?p=tajo.git,https://tajo.apache.org/docs/current/,Korea University,KR,2012,2020,Open Source,Java,"Bash,Java,Perl,Python,Ruby",,Apache v2,All OS with Java VM,Relational,,,,,Y
tantivy,Tantivy,Tantivy is an embedded full-text search engine library inspired by Apache Lucene.,Document / XML,Custom API,Embedded,https://docs.rs/crate/tantivy/,https://github.com/quickwit-oss/tantivy,https://tantivy-search.github.io/examples/basic_search.html,"Quickwit, Inc.",JP,2016,,Open Source,Rust,"Python,Ruby,Rust",,MIT,Linux,Document,Y,quickwit-oss/tantivy,quickwit-oss,tantivy,Y
tarantool,Tarantool,"Tarantool is an integration of a Lua application server and a database management system. The DBMS was originally developed as an in-memory NoSQL DBMS, and later it was extended with a disk storage engine option. Tarantool's in-memory engine is lock-free. It uses cooperative multitasking to handle thousands of connections simultaneously. There is a fixed number of independent execution threads and they do not share state. The disk-based storage engine also exploits the advantage of single-threaded requests and hence avoid unnecessary synchronization overhead. Tarantool also supports secondary indexes, asynchronous replication, and some SQL operations.",Key/Value,"Custom API,Stored Procedures,Command-line / Shell",Shared-Nothing,https://tarantool.io,https://github.com/tarantool/tarantool,https://tarantool.io/en/doc/1.10/,Tarantool,RU,2008,,"Commercial,Open Source",C,"C,C++,Lua,Python",,BSD,Linux,Key-value,Y,tarantool/tarantool,tarantool,tarantool,Y
tayzgrid,TayzGrid,TayzGrid is an elastic in-memory data grid with a peer to peer dynamic clustering architecture.,Object-Oriented,,,http://www.alachisoft.com/tayzgrid/,http://www.alachisoft.com/download-tayzgrid-oss-tar.html,http://www.alachisoft.com/resources/docs/#tayzgrid,Alachisoft,US,,,"Commercial,Open Source",Java,Java,,Proprietary,"All OS with Java VM,Linux,Windows",Object oriented,,,,,Y
tdengine,TDengine,TDengine is a open-source DBMS for time-series data.,Relational,"Custom API,SQL,HTTP / REST,Command-line / Shell",Shared-Nothing,https://tdengine.com/,https://github.com/taosdata/TDengine,https://docs.tdengine.com/,TDengine,CN,2017,,"Commercial,Open Source",C,"C,C#,C++,Go,Java,JavaScript,PHP,Python,Rust,SQL",,AGPL v3,"Linux,OS X,Windows",Relational,Y,taosdata/TDengine,taosdata,TDengine,Y
tendis,Tendis,Tendis is a distributed DBMS that is compatible with the Redis protocol.,Key/Value,Custom API,Shared-Nothing,http://tendis.cn/,https://github.com/Tencent/Tendis,,Tencent,CN,2018,,Open Source,C++,,RocksDB,GPL v3,,Key-value,Y,Tencent/Tendis,Tencent,Tendis,Y
tensorbase,TensorBase,TensorBase is a OLAP query engine designed to execute on Apache Arrow data sets.,Relational,SQL,Shared-Disk,https://tensorbase.io,https://github.com/tensorbase/tensorbase,,TensorBase,CN,2020,2022,"Commercial,Open Source",Rust,,,Apache v2,,Relational,Y,tensorbase/tensorbase,tensorbase,tensorbase,Y
tera,Tera,"Tera is a 100 PBs level, real-time high performance distributed NoSQL database. The storage architecture of Tera is based on Google's BigTable and targeted for real-time applications, mainly for Baidu's own services such as its very own web crawling engine, Spider. Design choices are made based on the challenging contexts of Baidu's webpage indexing services, leading to requirements of scalability and very high real-time performance (over hundreds of billions QPS). Besides the web crawling engine, Tera is widely used in other services of Baidu with various requirements, ranging from throughput-oriented applications to latency-sensitive service, including web indexing, WebPage DB, LinkBase DB, etc. Tera is able to support hundreds of millions QPS in terms of random reads and writes, 100,000 billions level of records and hundreds of PB volumns of data. It replaced the former Hadoop based storage system in Baidu, which lacked scalability and timeliness due to its nature of heavy MapReduce programs usage. Tera supports a global ordering of all records, which facilitates the statistical analysis of intervals, as well as automatic loading balancing and MVCC.",Column Family / Wide-Column,SQL,Shared-Disk,https://github.com/baidu/tera,https://github.com/baidu/tera,,"Baidu, Inc.",CN,2014,,"Commercial,Open Source",C++,C++,,BSD,Linux,Wide column,Y,baidu/tera,baidu,tera,Y
terarkdb,TerarkDB,TerarkDB was an embedded key-value store based on a fork from RocksDB (v5.18.3).,Key/Value,Custom API,Embedded,https://github.com/bytedance/terarkdb,https://github.com/bytedance/terarkdb,https://bytedance.feishu.cn/docs/doccnZmYFqHBm06BbvYgjsHHcKc,Bytedance Engineering Team,CN,2016,,Open Source,C++,"C,C++,Java",,Apache v2,Linux,Key-value,Y,bytedance/terarkdb,bytedance,terarkdb,Y
terminusdb,TerminusDB,TerminusDB is an open-source model driven graph DBMS designed for knowledge graph representation.,"Document / XML,Graph,Triplestore / RDF","Custom API,Datalog",,https://terminusdb.com/,https://github.com/terminusdb/terminusdb,https://terminusdb.com/docs/get-started-with-terminusdb/,TerminusDB,IE,2019,,"Commercial,Open Source","Prolog,Rust","Prolog,Rust",,GPL v3,,"Document,Graph,RDF",Y,terminusdb/terminusdb,terminusdb,terminusdb,Y
terrastore,Terrastore,Terrastore was a distributed document DBMS that provided per-document consistency guarantees.,Document / XML,Custom API,,http://code.google.com/p/terrastore/,http://code.google.com/p/terrastore/,,Sergio Bossa,GB,2009,2011,Open Source,Java,,,Apache v2,,Document,,,,,Y
thinksql,ThinkSQL,ThinkSQL is a relational DBMS that supports SQL written in Pascal.,Relational,SQL,Shared-Everything,http://www.thinksql.co.uk/,https://github.com/ggaughan/ThinkSQL,https://www.thinksql.co.uk/main/documentation.html,,GB,2000,,"Commercial,Open Source",Pascal,,,,,Relational,Y,ggaughan/ThinkSQL,ggaughan,ThinkSQL,Y
threaddb,ThreadDB,ThreadDB is peer-to-peer (P2P) distributed document-oriented DBMS based on IPFS.,Document / XML,Custom API,Shared-Nothing,https://docs.textile.io/threads/,https://github.com/textileio/go-threads,https://docs.textile.io/threads/,Textile,US,2019,2022,Open Source,Go,,,MIT,Linux,Document,Y,textileio/go-threads,textileio,go-threads,Y
thrudb,ThruDB,ThruDB was a collection of database services built on top of the Thrift framework. It supported multiple storage back-ends.,,,,http://thrudb.org/,https://code.google.com/archive/p/thrudb/,,Jake Luciani,US,2006,2008,Open Source,C++,,Berkeley DB,BSD,,,,,,,Y
tidb,TiDB,"TiDB is an open-source distributed SQL database that supports Hybrid Transactional and Analytical Processing (HTAP) workloads. It is MySQL compatible and features horizontal scalability, strong consistency, and high availability.",Key/Value,SQL,Shared-Nothing,https://www.pingcap.com/,https://github.com/pingcap/tidb,https://docs.pingcap.com/,PingCAP,US,2015,,"Commercial,Open Source",Go,"C,C++,Cocoa,D,Eiffel,Erlang,Go,Haskell,Java,Lua,Ocaml,Perl,PHP,Python,Ruby,Scheme,SQL,Tcl",TiKV,Apache v2,"Hosted,Linux",Key-value,Y,pingcap/tidb,pingcap,tidb,Y
tidesdb,TidesDB,TidesDB is an embedded log-structured storage engine that supports column-family data organization.,Column Family / Wide-Column,Custom API,Embedded,https://tidesdb.com/,https://github.com/tidesdb/tidesdb,,Alex Gaetano Padula,CA,2024,,"Hobby,Open Source",C,,,Mozilla Public License,Linux,Wide column,Y,tidesdb/tidesdb,tidesdb,tidesdb,Y
tiedot,tiedot,"tiedot is a document-oriented DBMS uses JSON with set operations. It can be embedded into an application, or run a stand-alone server using HTTP for an API.",Document / XML,,"Shared-Everything,Embedded",http://tiedot.github.io/,https://github.com/HouzuoGuo/tiedot,,Howard Guo,FI,2013,2021,Open Source,Go,,,BSD,,Document,Y,HouzuoGuo/tiedot,HouzuoGuo,tiedot,Y
tieredmemdb,TieredMemDB,TieredMemDB is a fork of Redis from Intel that is designed to store data in persistent memory.,,Command-line / Shell,Shared-Everything,https://tieredmemdb.io/,https://github.com/TieredMemDB/TieredMemDB,https://tieredmemdb.github.io/TieredMemDB/,Intel,PL,2020,,"Industrial Research,Open Source",,,,,,,Y,TieredMemDB/TieredMemDB,TieredMemDB,TieredMemDB,Y
tigerbeetle,TigerBeetle,TigerBeetle is a financial accounting DBMS written in Zig. It is not a general purpose DBMS and thus it only support a specific database schema designed for financial transactions.,Relational,Custom API,Shared-Nothing,https://www.tigerbeetle.com/,https://github.com/coilhq/tigerbeetle,https://github.com/coilhq/tigerbeetle#quickstart,"Coil Technologies, Inc.",ZA,2020,,Open Source,Zig,,,Apache v2,"Linux,OS X",Relational,Y,coilhq/tigerbeetle,coilhq,tigerbeetle,Y
tikv,TiKV,"TiKV is an open source distributed Key-Value database which is based on the design of Google Spanner and HBase, but it is much simpler without dependency on any distributed file system. It's has primary features including Geo-Replication, Horizontal scalability, Consistent distributed transactions, Coprocessor support.",Key/Value,Custom API,Shared-Nothing,https://tikv.org,https://github.com/tikv/tikv,https://pingcap.com/docs/,Cloud Nature Computing Foundation (CNCF),CN,2016,,Open Source,Rust,"Go,Java",RocksDB,Apache v2,Linux,Key-value,Y,tikv/tikv,tikv,tikv,Y
tile38,Tile38,Tile38 is an in-memory geolocation data store.,,"Custom API,HTTP / REST",Shared-Everything,https://tile38.com/,https://github.com/tidwall/tile38,https://tile38.com/topics/installation,Josh Baker,US,2016,,Open Source,Go,,,MIT,,,Y,tidwall/tile38,tidwall,tile38,Y
tiledb,TileDB,"TileDB is an embedded storage engine designed to support the storage and access of both dense and sparse multi-dimensional arrays. The key idea of TileDB is that it stores array elements into collections called fragments, which can be either dense or sparse. Each of these fragments stores data in data tiles. In the case of dense fragments, the capacity of data tiles is limited by a fixed chunk size. In the case of sparse fragments, the capacity of data tiles is limited by a fixed element size. TileDB also supports parallel I/O and is completely multi-threaded. TileDB is designed to store many different types of data, such as genomic data, machine learning model parameters, imaging data, and LiDaR data. TileDB Inc. also has a cloud offering called TileDB Cloud SaaS, which is a closed-source offering of TileDB with additional features, such as serverless UDFs and task graphs to build custom workflows of TileDB tasks. The architecture of TileDB Cloud is centered around a REST API service, and uses their embedded, open-source storage engine.",Array / Matrix,"Custom API,SQL",Embedded,https://tiledb.com/,https://github.com/TileDB-Inc/TileDB,https://docs.tiledb.com/main/,"TileDB Inc, Intel Labs",US,2014,,"Commercial,Open Source",C++,"C,C#,C++,Go,Java,Python,R",,MIT,"Linux,OS X,Windows",Array,Y,TileDB-Inc/TileDB,TileDB-Inc,TileDB,Y
